JoinField,JoinField_alt,JB Pritzker & Christian Mitchell,Total Voters
COOK:8900037,COOK:Proviso Precinct 37,159,159
COOK:8900038,COOK:Proviso Precinct 38,231,231
COOK:8900039,COOK:Proviso Precinct 39,295,295
COOK:8900040,COOK:Proviso Precinct 40,376,376
COOK:8900041,COOK:Proviso Precinct 41,156,156
COOK:8900042,COOK:Proviso Precinct 42,272,272
COOK:8900043,COOK:Proviso Precinct 43,148,148
COOK:8900044,COOK:Proviso Precinct 44,220,220
COOK:8900045,COOK:Proviso Precinct 45,273,273
COOK:8900046,COOK:Proviso Precinct 46,56,56
COOK:8900047,COOK:Proviso Precinct 47,185,185
COOK:8900048,COOK:Proviso Precinct 48,253,253
COOK:8900049,COOK:Proviso Precinct 49,163,163
COOK:8900050,COOK:Proviso Precinct 50,353,353
COOK:8900051,COOK:Proviso Precinct 51,235,235
COOK:8900052,COOK:Proviso Precinct 52,131,131
COOK:8900053,COOK:Proviso Precinct 53,193,193
COOK:8900054,COOK:Proviso Precinct 54,239,239
COOK:8900055,COOK:Proviso Precinct 55,257,257
COOK:8900056,COOK:Proviso Precinct 56,241,241
COOK:8900057,COOK:Proviso Precinct 57,182,182
COOK:8900058,COOK:Proviso Precinct 58,184,184
COOK:8900059,COOK:Proviso Precinct 59,168,168
COOK:8900060,COOK:Proviso Precinct 60,163,163
COOK:8900061,COOK:Proviso Precinct 61,302,302
COOK:8900062,COOK:Proviso Precinct 62,346,346
COOK:8900063,COOK:Proviso Precinct 63,299,299
COOK:8900064,COOK:Proviso Precinct 64,205,205
COOK:8900065,COOK:Proviso Precinct 65,193,193
COOK:8900066,COOK:Proviso Precinct 66,386,386
COOK:8900067,COOK:Proviso Precinct 67,404,404
COOK:8900068,COOK:Proviso Precinct 68,170,170
COOK:8900069,COOK:Proviso Precinct 69,158,158
COOK:8900070,COOK:Proviso Precinct 70,214,214
COOK:8900071,COOK:Proviso Precinct 71,348,348
COOK:8900072,COOK:Proviso Precinct 72,235,235
COOK:8900073,COOK:Proviso Precinct 73,384,384
COOK:8900074,COOK:Proviso Precinct 74,266,266
COOK:8900075,COOK:Proviso Precinct 75,232,232
COOK:8900076,COOK:Proviso Precinct 76,301,301
COOK:8900077,COOK:Proviso Precinct 77,160,160
COOK:8900078,COOK:Proviso Precinct 78,183,183
COOK:8900079,COOK:Proviso Precinct 79,225,225
COOK:8900080,COOK:Proviso Precinct 80,104,104
COOK:8900081,COOK:Proviso Precinct 81,174,174
COOK:8900082,COOK:Proviso Precinct 82,341,341
COOK:8900083,COOK:Proviso Precinct 83,416,416
COOK:8900084,COOK:Proviso Precinct 84,164,164
COOK:8900085,COOK:Proviso Precinct 85,274,274
COOK:8900086,COOK:Proviso Precinct 86,326,326
COOK:8900087,COOK:Proviso Precinct 87,164,164
COOK:8900088,COOK:Proviso Precinct 88,343,343
COOK:8900089,COOK:Proviso Precinct 89,149,149
COOK:9000001,COOK:Rich Precinct 1,1001,1001
COOK:9000002,COOK:Rich Precinct 2,626,626
COOK:9000003,COOK:Rich Precinct 3,463,463
COOK:9000004,COOK:Rich Precinct 4,287,287
COOK:9000005,COOK:Rich Precinct 5,383,383
COOK:9000006,COOK:Rich Precinct 6,435,435
COOK:9000007,COOK:Rich Precinct 7,279,279
COOK:9000008,COOK:Rich Precinct 8,334,334
COOK:9000009,COOK:Rich Precinct 9,354,354
COOK:9000010,COOK:Rich Precinct 10,230,230
COOK:9000011,COOK:Rich Precinct 11,248,248
COOK:9000012,COOK:Rich Precinct 12,290,290
COOK:9000013,COOK:Rich Precinct 13,283,283
COOK:9000014,COOK:Rich Precinct 14,50,50
COOK:9000015,COOK:Rich Precinct 15,552,552
COOK:9000016,COOK:Rich Precinct 16,144,144
COOK:9000017,COOK:Rich Precinct 17,167,167
COOK:9000018,COOK:Rich Precinct 18,303,303
COOK:9000019,COOK:Rich Precinct 19,147,147
COOK:9000020,COOK:Rich Precinct 20,328,328
COOK:9000021,COOK:Rich Precinct 21,279,279
COOK:9000022,COOK:Rich Precinct 22,180,180
COOK:9000023,COOK:Rich Precinct 23,412,412
COOK:9000024,COOK:Rich Precinct 24,263,263
COOK:9000025,COOK:Rich Precinct 25,412,412
COOK:9000026,COOK:Rich Precinct 26,293,293
COOK:9000027,COOK:Rich Precinct 27,289,289
COOK:9000028,COOK:Rich Precinct 28,453,453
COOK:9000029,COOK:Rich Precinct 29,279,279
COOK:9000030,COOK:Rich Precinct 30,374,374
COOK:9000031,COOK:Rich Precinct 31,256,256
COOK:9000032,COOK:Rich Precinct 32,312,312
COOK:9000033,COOK:Rich Precinct 33,266,266
COOK:9000034,COOK:Rich Precinct 34,311,311
COOK:9000035,COOK:Rich Precinct 35,283,283
COOK:9000036,COOK:Rich Precinct 36,795,795
COOK:9000037,COOK:Rich Precinct 37,290,290
COOK:9000038,COOK:Rich Precinct 38,250,250
COOK:9000039,COOK:Rich Precinct 39,375,375
COOK:9000040,COOK:Rich Precinct 40,254,254
COOK:9000041,COOK:Rich Precinct 41,225,225
COOK:9000042,COOK:Rich Precinct 42,240,240
COOK:9000043,COOK:Rich Precinct 43,291,291
COOK:9000044,COOK:Rich Precinct 44,219,219
COOK:9000045,COOK:Rich Precinct 45,449,449
COOK:9000046,COOK:Rich Precinct 46,369,369
COOK:9000047,COOK:Rich Precinct 47,485,485
COOK:9100001,COOK:River Forest Precinct 1,291,291
COOK:9100002,COOK:River Forest Precinct 2,467,467
COOK:9100003,COOK:River Forest Precinct 3,280,280
COOK:9100004,COOK:River Forest Precinct 4,331,331
COOK:9100005,COOK:River Forest Precinct 5,394,394
COOK:9100006,COOK:River Forest Precinct 6,166,166
COOK:9100007,COOK:River Forest Precinct 7,316,316
COOK:9200001,COOK:Riverside Precinct 1,224,224
COOK:9200002,COOK:Riverside Precinct 2,14,14
COOK:9200003,COOK:Riverside Precinct 3,181,181
COOK:9200004,COOK:Riverside Precinct 4,304,304
COOK:9200005,COOK:Riverside Precinct 5,147,147
COOK:9200006,COOK:Riverside Precinct 6,299,299
COOK:9200007,COOK:Riverside Precinct 7,124,124
COOK:9200008,COOK:Riverside Precinct 8,287,287
COOK:9200009,COOK:Riverside Precinct 9,211,211
COOK:9200010,COOK:Riverside Precinct 10,285,285
COOK:9200011,COOK:Riverside Precinct 11,258,258
COOK:9200012,COOK:Riverside Precinct 12,228,228
COOK:9300001,COOK:Schaumburg Precinct 1,335,335
COOK:9300002,COOK:Schaumburg Precinct 2,223,223
COOK:9300003,COOK:Schaumburg Precinct 3,264,264
COOK:9300004,COOK:Schaumburg Precinct 4,114,114
COOK:9300005,COOK:Schaumburg Precinct 5,173,173
COOK:9300006,COOK:Schaumburg Precinct 6,235,235
COOK:9300007,COOK:Schaumburg Precinct 7,123,123
COOK:9300008,COOK:Schaumburg Precinct 8,137,137
COOK:9300009,COOK:Schaumburg Precinct 9,153,153
COOK:9300010,COOK:Schaumburg Precinct 10,96,96
COOK:9300011,COOK:Schaumburg Precinct 11,139,139
COOK:9300012,COOK:Schaumburg Precinct 12,186,186
COOK:9300013,COOK:Schaumburg Precinct 13,148,148
COOK:9300014,COOK:Schaumburg Precinct 14,282,282
COOK:9300015,COOK:Schaumburg Precinct 15,176,176
COOK:9300016,COOK:Schaumburg Precinct 16,157,157
COOK:9300017,COOK:Schaumburg Precinct 17,227,227
COOK:9300018,COOK:Schaumburg Precinct 18,235,235
COOK:9300019,COOK:Schaumburg Precinct 19,158,158
COOK:9300020,COOK:Schaumburg Precinct 20,281,281
COOK:9300021,COOK:Schaumburg Precinct 21,259,259
COOK:9300022,COOK:Schaumburg Precinct 22,210,210
COOK:9300023,COOK:Schaumburg Precinct 23,192,192
COOK:9300024,COOK:Schaumburg Precinct 24,205,205
COOK:9300025,COOK:Schaumburg Precinct 25,164,164
COOK:9300026,COOK:Schaumburg Precinct 26,179,179
COOK:9300027,COOK:Schaumburg Precinct 27,201,201
COOK:9300028,COOK:Schaumburg Precinct 28,215,215
COOK:9300029,COOK:Schaumburg Precinct 29,225,225
COOK:9300030,COOK:Schaumburg Precinct 30,196,196
COOK:9300031,COOK:Schaumburg Precinct 31,277,277
COOK:9300032,COOK:Schaumburg Precinct 32,221,221
COOK:9300033,COOK:Schaumburg Precinct 33,292,292
COOK:9300034,COOK:Schaumburg Precinct 34,182,182
COOK:9300035,COOK:Schaumburg Precinct 35,163,163
COOK:9300036,COOK:Schaumburg Precinct 36,309,309
COOK:9300037,COOK:Schaumburg Precinct 37,143,143
COOK:9300038,COOK:Schaumburg Precinct 38,249,249
COOK:9300039,COOK:Schaumburg Precinct 39,292,292
COOK:9300040,COOK:Schaumburg Precinct 40,177,177
COOK:9300041,COOK:Schaumburg Precinct 41,238,238
COOK:9300042,COOK:Schaumburg Precinct 42,199,199
COOK:9300043,COOK:Schaumburg Precinct 43,190,190
COOK:9300044,COOK:Schaumburg Precinct 44,223,223
COOK:9300045,COOK:Schaumburg Precinct 45,150,150
COOK:9300046,COOK:Schaumburg Precinct 46,125,125
COOK:9300047,COOK:Schaumburg Precinct 47,163,163
COOK:9300048,COOK:Schaumburg Precinct 48,134,134
COOK:9300049,COOK:Schaumburg Precinct 49,110,110
COOK:9300050,COOK:Schaumburg Precinct 50,130,130
COOK:9300051,COOK:Schaumburg Precinct 51,164,164
COOK:9300052,COOK:Schaumburg Precinct 52,226,226
COOK:9300053,COOK:Schaumburg Precinct 53,183,183
COOK:9300054,COOK:Schaumburg Precinct 54,151,151
COOK:9300055,COOK:Schaumburg Precinct 55,282,282
COOK:9300056,COOK:Schaumburg Precinct 56,201,201
COOK:9300057,COOK:Schaumburg Precinct 57,180,180
COOK:9300058,COOK:Schaumburg Precinct 58,103,103
COOK:9300059,COOK:Schaumburg Precinct 59,212,212
COOK:9300060,COOK:Schaumburg Precinct 60,185,185
COOK:9300061,COOK:Schaumburg Precinct 61,257,257
COOK:9300062,COOK:Schaumburg Precinct 62,204,204
COOK:9300063,COOK:Schaumburg Precinct 63,244,244
COOK:9300064,COOK:Schaumburg Precinct 64,152,152
COOK:9300065,COOK:Schaumburg Precinct 65,173,173
COOK:9300066,COOK:Schaumburg Precinct 66,244,244
COOK:9300067,COOK:Schaumburg Precinct 67,258,258
COOK:9300068,COOK:Schaumburg Precinct 68,168,168
COOK:9300069,COOK:Schaumburg Precinct 69,122,122
COOK:9400001,COOK:Stickney Precinct 1,60,60
COOK:9400002,COOK:Stickney Precinct 2,111,111
COOK:9400003,COOK:Stickney Precinct 3,188,188
COOK:9400004,COOK:Stickney Precinct 4,113,113
COOK:9400005,COOK:Stickney Precinct 5,153,153
COOK:9400006,COOK:Stickney Precinct 6,163,163
COOK:9400007,COOK:Stickney Precinct 7,79,79
COOK:9400008,COOK:Stickney Precinct 8,102,102
COOK:9400009,COOK:Stickney Precinct 9,99,99
COOK:9400010,COOK:Stickney Precinct 10,138,138
COOK:9400011,COOK:Stickney Precinct 11,122,122
COOK:7200057,COOK:Stickney Precinct 12,115,115
COOK:9400013,COOK:Stickney Precinct 13,97,97
COOK:9400014,COOK:Stickney Precinct 14,149,149
COOK:9400015,COOK:Stickney Precinct 15,161,161
COOK:9400016,COOK:Stickney Precinct 16,165,165
COOK:9400017,COOK:Stickney Precinct 17,100,100
COOK:9400018,COOK:Stickney Precinct 18,47,47
COOK:9400019,COOK:Stickney Precinct 19,103,103
COOK:9400020,COOK:Stickney Precinct 20,86,86
COOK:9500001,COOK:Thornton Precinct 1,196,196
COOK:9500002,COOK:Thornton Precinct 2,84,84
COOK:9500003,COOK:Thornton Precinct 3,277,277
COOK:9500004,COOK:Thornton Precinct 4,249,249
COOK:9500005,COOK:Thornton Precinct 5,84,84
COOK:9500006,COOK:Thornton Precinct 6,301,301
COOK:9500007,COOK:Thornton Precinct 7,250,250
COOK:9500008,COOK:Thornton Precinct 8,187,187
COOK:9500009,COOK:Thornton Precinct 9,144,144
COOK:9500010,COOK:Thornton Precinct 10,272,272
COOK:9500011,COOK:Thornton Precinct 11,209,209
COOK:9500012,COOK:Thornton Precinct 12,200,200
COOK:9500013,COOK:Thornton Precinct 13,261,261
COOK:9500014,COOK:Thornton Precinct 14,165,165
COOK:9500015,COOK:Thornton Precinct 15,166,166
COOK:9500016,COOK:Thornton Precinct 16,170,170
COOK:9500017,COOK:Thornton Precinct 17,179,179
COOK:9500018,COOK:Thornton Precinct 18,216,216
COOK:9500019,COOK:Thornton Precinct 19,187,187
COOK:9500020,COOK:Thornton Precinct 20,107,107
COOK:9500021,COOK:Thornton Precinct 21,311,311
COOK:9500022,COOK:Thornton Precinct 22,199,199
COOK:9500023,COOK:Thornton Precinct 23,206,206
COOK:9500024,COOK:Thornton Precinct 24,257,257
COOK:9500025,COOK:Thornton Precinct 25,222,222
COOK:9500026,COOK:Thornton Precinct 26,145,145
COOK:9500027,COOK:Thornton Precinct 27,347,347
COOK:9500028,COOK:Thornton Precinct 28,96,96
COOK:9500029,COOK:Thornton Precinct 29,209,209
COOK:9500030,COOK:Thornton Precinct 30,90,90
COOK:9500031,COOK:Thornton Precinct 31,94,94
COOK:9500032,COOK:Thornton Precinct 32,116,116
COOK:9500033,COOK:Thornton Precinct 33,181,181
COOK:9500034,COOK:Thornton Precinct 34,290,290
COOK:9500035,COOK:Thornton Precinct 35,334,334
COOK:9500036,COOK:Thornton Precinct 36,122,122
COOK:9500037,COOK:Thornton Precinct 37,212,212
COOK:9500038,COOK:Thornton Precinct 38,253,253
COOK:9500039,COOK:Thornton Precinct 39,283,283
COOK:9500040,COOK:Thornton Precinct 40,129,129
COOK:9500041,COOK:Thornton Precinct 41,121,121
COOK:9500042,COOK:Thornton Precinct 42,385,385
COOK:9500043,COOK:Thornton Precinct 43,239,239
COOK:9500044,COOK:Thornton Precinct 44,103,103
COOK:9500045,COOK:Thornton Precinct 45,290,290
COOK:9500046,COOK:Thornton Precinct 46,306,306
COOK:9500047,COOK:Thornton Precinct 47,167,167
COOK:9500048,COOK:Thornton Precinct 48,260,260
COOK:9500049,COOK:Thornton Precinct 49,197,197
COOK:9500050,COOK:Thornton Precinct 50,275,275
COOK:9500051,COOK:Thornton Precinct 51,130,130
COOK:9500052,COOK:Thornton Precinct 52,177,177
COOK:9500053,COOK:Thornton Precinct 53,290,290
COOK:9500054,COOK:Thornton Precinct 54,354,354
COOK:9500055,COOK:Thornton Precinct 55,157,157
COOK:9500056,COOK:Thornton Precinct 56,200,200
COOK:9500057,COOK:Thornton Precinct 57,311,311
COOK:9500058,COOK:Thornton Precinct 58,262,262
COOK:9500059,COOK:Thornton Precinct 59,105,105
COOK:9500060,COOK:Thornton Precinct 60,95,95
COOK:9500061,COOK:Thornton Precinct 61,149,149
COOK:9500062,COOK:Thornton Precinct 62,44,44
COOK:9500063,COOK:Thornton Precinct 63,89,89
COOK:9500064,COOK:Thornton Precinct 64,217,217
COOK:9500065,COOK:Thornton Precinct 65,186,186
COOK:9500066,COOK:Thornton Precinct 66,369,369
COOK:9500067,COOK:Thornton Precinct 67,277,277
COOK:9500068,COOK:Thornton Precinct 68,164,164
COOK:9500069,COOK:Thornton Precinct 69,228,228
COOK:9500070,COOK:Thornton Precinct 70,88,88
COOK:9500071,COOK:Thornton Precinct 71,216,216
COOK:9500072,COOK:Thornton Precinct 72,197,197
COOK:9500073,COOK:Thornton Precinct 73,288,288
COOK:9500074,COOK:Thornton Precinct 74,179,179
COOK:9500075,COOK:Thornton Precinct 75,317,317
COOK:9500076,COOK:Thornton Precinct 76,253,253
COOK:9500077,COOK:Thornton Precinct 77,305,305
COOK:9500078,COOK:Thornton Precinct 78,202,202
COOK:9500079,COOK:Thornton Precinct 79,252,252
COOK:9500080,COOK:Thornton Precinct 80,240,240
COOK:9500081,COOK:Thornton Precinct 81,389,389
COOK:9500082,COOK:Thornton Precinct 82,123,123
COOK:9500083,COOK:Thornton Precinct 83,272,272
COOK:9500084,COOK:Thornton Precinct 84,273,273
COOK:9500085,COOK:Thornton Precinct 85,236,236
COOK:9500086,COOK:Thornton Precinct 86,181,181
COOK:9500087,COOK:Thornton Precinct 87,319,319
COOK:9500088,COOK:Thornton Precinct 88,88,88
COOK:9500089,COOK:Thornton Precinct 89,290,290
COOK:9500090,COOK:Thornton Precinct 90,220,220
COOK:9500091,COOK:Thornton Precinct 91,227,227
COOK:9500092,COOK:Thornton Precinct 92,403,403
COOK:9500093,COOK:Thornton Precinct 93,77,77
COOK:9500094,COOK:Thornton Precinct 94,262,262
COOK:9500095,COOK:Thornton Precinct 95,98,98
COOK:9500096,COOK:Thornton Precinct 96,100,100
COOK:9500097,COOK:Thornton Precinct 97,91,91
COOK:9500098,COOK:Thornton Precinct 98,66,66
COOK:9500099,COOK:Thornton Precinct 99,96,96
COOK:9500100,COOK:Thornton Precinct 100,83,83
COOK:9500101,COOK:Thornton Precinct 101,246,246
COOK:9500102,COOK:Thornton Precinct 102,108,108
COOK:9500103,COOK:Thornton Precinct 103,152,152
COOK:9500104,COOK:Thornton Precinct 104,407,407
COOK:9600001,COOK:Wheeling Precinct 1,323,323
COOK:9600002,COOK:Wheeling Precinct 2,292,292
COOK:9600003,COOK:Wheeling Precinct 3,178,178
COOK:9600004,COOK:Wheeling Precinct 4,265,265
COOK:9600005,COOK:Wheeling Precinct 5,189,189
COOK:9600006,COOK:Wheeling Precinct 6,128,128
COOK:9600007,COOK:Wheeling Precinct 7,277,277
COOK:9600008,COOK:Wheeling Precinct 8,261,261
COOK:9600009,COOK:Wheeling Precinct 9,102,102
COOK:9600010,COOK:Wheeling Precinct 10,238,238
COOK:9600011,COOK:Wheeling Precinct 11,193,193
COOK:9600012,COOK:Wheeling Precinct 12,199,199
COOK:9600013,COOK:Wheeling Precinct 13,232,232
COOK:9600014,COOK:Wheeling Precinct 14,159,159
COOK:9600015,COOK:Wheeling Precinct 15,173,173
COOK:9600016,COOK:Wheeling Precinct 16,60,60
COOK:9600017,COOK:Wheeling Precinct 17,133,133
COOK:9600018,COOK:Wheeling Precinct 18,178,178
COOK:9600019,COOK:Wheeling Precinct 19,279,279
COOK:9600020,COOK:Wheeling Precinct 20,227,227
COOK:9600021,COOK:Wheeling Precinct 21,263,263
COOK:9600022,COOK:Wheeling Precinct 22,225,225
COOK:9600023,COOK:Wheeling Precinct 23,147,147
COOK:9600024,COOK:Wheeling Precinct 24,322,322
COOK:9600025,COOK:Wheeling Precinct 25,248,248
COOK:9600026,COOK:Wheeling Precinct 26,262,262
COOK:9600027,COOK:Wheeling Precinct 27,296,296
COOK:9600028,COOK:Wheeling Precinct 28,262,262
COOK:9600029,COOK:Wheeling Precinct 29,114,114
COOK:9600030,COOK:Wheeling Precinct 30,252,252
COOK:9600031,COOK:Wheeling Precinct 31,312,312
COOK:9600032,COOK:Wheeling Precinct 32,197,197
COOK:9600033,COOK:Wheeling Precinct 33,146,146
COOK:9600034,COOK:Wheeling Precinct 34,293,293
COOK:9600035,COOK:Wheeling Precinct 35,167,167
COOK:9600036,COOK:Wheeling Precinct 36,269,269
COOK:9600037,COOK:Wheeling Precinct 37,170,170
COOK:9600038,COOK:Wheeling Precinct 38,228,228
COOK:9600039,COOK:Wheeling Precinct 39,199,199
COOK:9600040,COOK:Wheeling Precinct 40,300,300
COOK:9600041,COOK:Wheeling Precinct 41,286,286
COOK:9600042,COOK:Wheeling Precinct 42,191,191
COOK:9600043,COOK:Wheeling Precinct 43,134,134
COOK:9600044,COOK:Wheeling Precinct 44,201,201
COOK:9600045,COOK:Wheeling Precinct 45,171,171
COOK:9600046,COOK:Wheeling Precinct 46,261,261
COOK:9600047,COOK:Wheeling Precinct 47,167,167
COOK:9600048,COOK:Wheeling Precinct 48,150,150
COOK:9600049,COOK:Wheeling Precinct 49,220,220
COOK:9600050,COOK:Wheeling Precinct 50,138,138
COOK:9600051,COOK:Wheeling Precinct 51,202,202
COOK:9600052,COOK:Wheeling Precinct 52,354,354
COOK:9600053,COOK:Wheeling Precinct 53,200,200
COOK:9600054,COOK:Wheeling Precinct 54,184,184
COOK:9600055,COOK:Wheeling Precinct 55,204,204
COOK:9600056,COOK:Wheeling Precinct 56,145,145
COOK:9600057,COOK:Wheeling Precinct 57,268,268
COOK:9600058,COOK:Wheeling Precinct 58,170,170
COOK:9600059,COOK:Wheeling Precinct 59,208,208
COOK:9600060,COOK:Wheeling Precinct 60,239,239
COOK:9600061,COOK:Wheeling Precinct 61,239,239
COOK:9600062,COOK:Wheeling Precinct 62,216,216
COOK:9600063,COOK:Wheeling Precinct 63,112,112
COOK:9600064,COOK:Wheeling Precinct 64,218,218
COOK:9600065,COOK:Wheeling Precinct 65,247,247
COOK:9600066,COOK:Wheeling Precinct 66,251,251
COOK:9600067,COOK:Wheeling Precinct 67,135,135
COOK:9600068,COOK:Wheeling Precinct 68,187,187
COOK:9600069,COOK:Wheeling Precinct 69,326,326
COOK:9600070,COOK:Wheeling Precinct 70,298,298
COOK:9600071,COOK:Wheeling Precinct 71,283,283
COOK:9600072,COOK:Wheeling Precinct 72,146,146
COOK:9600073,COOK:Wheeling Precinct 73,189,189
COOK:9600074,COOK:Wheeling Precinct 74,216,216
COOK:9600075,COOK:Wheeling Precinct 75,183,183
COOK:9600076,COOK:Wheeling Precinct 76,210,210
COOK:9600077,COOK:Wheeling Precinct 77,79,79
COOK:9600078,COOK:Wheeling Precinct 78,282,282
COOK:9600079,COOK:Wheeling Precinct 79,154,154
COOK:9600080,COOK:Wheeling Precinct 80,112,112
COOK:9600081,COOK:Wheeling Precinct 81,170,170
COOK:9700001,COOK:Worth Precinct 1,58,58
COOK:9700002,COOK:Worth Precinct 2,145,145
COOK:9700003,COOK:Worth Precinct 3,164,164
COOK:9700004,COOK:Worth Precinct 4,186,186
COOK:9700005,COOK:Worth Precinct 5,255,255
COOK:9700006,COOK:Worth Precinct 6,122,122
COOK:9700007,COOK:Worth Precinct 7,242,242
COOK:9700008,COOK:Worth Precinct 8,158,158
COOK:9700009,COOK:Worth Precinct 9,161,161
COOK:9700010,COOK:Worth Precinct 10,276,276
COOK:9700011,COOK:Worth Precinct 11,164,164
COOK:9700012,COOK:Worth Precinct 12,101,101
COOK:9700013,COOK:Worth Precinct 13,215,215
COOK:9700014,COOK:Worth Precinct 14,179,179
COOK:9700015,COOK:Worth Precinct 15,204,204
COOK:9700016,COOK:Worth Precinct 16,154,154
COOK:9700017,COOK:Worth Precinct 17,181,181
COOK:9700018,COOK:Worth Precinct 18,139,139
COOK:9700019,COOK:Worth Precinct 19,189,189
COOK:9700020,COOK:Worth Precinct 20,100,100
COOK:9700021,COOK:Worth Precinct 21,193,193
COOK:9700022,COOK:Worth Precinct 22,121,121
COOK:9700023,COOK:Worth Precinct 23,182,182
COOK:9700024,COOK:Worth Precinct 24,80,80
COOK:9700025,COOK:Worth Precinct 25,176,176
COOK:9700026,COOK:Worth Precinct 26,134,134
COOK:9700027,COOK:Worth Precinct 27,135,135
COOK:9700028,COOK:Worth Precinct 28,115,115
COOK:9700029,COOK:Worth Precinct 29,181,181
COOK:9700030,COOK:Worth Precinct 30,203,203
COOK:9700031,COOK:Worth Precinct 31,242,242
COOK:9700032,COOK:Worth Precinct 32,263,263
COOK:9700033,COOK:Worth Precinct 33,154,154
COOK:9700034,COOK:Worth Precinct 34,133,133
COOK:9700035,COOK:Worth Precinct 35,233,233
COOK:9700036,COOK:Worth Precinct 36,188,188
COOK:9700037,COOK:Worth Precinct 37,376,376
COOK:9700038,COOK:Worth Precinct 38,208,208
COOK:9700039,COOK:Worth Precinct 39,165,165
COOK:9700040,COOK:Worth Precinct 40,203,203
COOK:9700041,COOK:Worth Precinct 41,262,262
COOK:9700042,COOK:Worth Precinct 42,146,146
COOK:9700043,COOK:Worth Precinct 43,103,103
COOK:9700044,COOK:Worth Precinct 44,171,171
COOK:9700045,COOK:Worth Precinct 45,334,334
COOK:9700046,COOK:Worth Precinct 46,190,190
COOK:9700047,COOK:Worth Precinct 47,148,148
COOK:9700048,COOK:Worth Precinct 48,112,112
COOK:9700049,COOK:Worth Precinct 49,162,162
COOK:9700050,COOK:Worth Precinct 50,183,183
COOK:9700051,COOK:Worth Precinct 51,71,71
COOK:9700052,COOK:Worth Precinct 52,297,297
COOK:9700053,COOK:Worth Precinct 53,224,224
COOK:9700054,COOK:Worth Precinct 54,190,190
COOK:9700055,COOK:Worth Precinct 55,66,66
COOK:9700056,COOK:Worth Precinct 56,229,229
COOK:9700057,COOK:Worth Precinct 57,217,217
COOK:9700058,COOK:Worth Precinct 58,237,237
COOK:9700059,COOK:Worth Precinct 59,313,313
COOK:9700060,COOK:Worth Precinct 60,77,77
COOK:9700061,COOK:Worth Precinct 61,112,112
COOK:9700062,COOK:Worth Precinct 62,256,256
COOK:9700063,COOK:Worth Precinct 63,260,260
COOK:9700064,COOK:Worth Precinct 64,158,158
COOK:9700065,COOK:Worth Precinct 65,183,183
COOK:9700066,COOK:Worth Precinct 66,177,177
COOK:9700067,COOK:Worth Precinct 67,153,153
COOK:9700068,COOK:Worth Precinct 68,168,168
COOK:9700069,COOK:Worth Precinct 69,252,252
COOK:9700070,COOK:Worth Precinct 70,167,167
COOK:9700071,COOK:Worth Precinct 71,86,86
COOK:9700072,COOK:Worth Precinct 72,154,154
COOK:9700073,COOK:Worth Precinct 73,198,198
COOK:9700074,COOK:Worth Precinct 74,215,215
COOK:9700075,COOK:Worth Precinct 75,181,181
COOK:9700076,COOK:Worth Precinct 76,188,188
COOK:9700077,COOK:Worth Precinct 77,115,115
COOK:9700078,COOK:Worth Precinct 78,164,164
COOK:9700079,COOK:Worth Precinct 79,164,164
COOK:9700080,COOK:Worth Precinct 80,212,212
COOK:9700081,COOK:Worth Precinct 81,62,62
COOK:9700082,COOK:Worth Precinct 82,185,185
,COOK:Suburban Cook County,300222,300222
