JoinField,JoinField_alt,Ted Dabrowski & Carrie Mendoza,James Mendrick & Robert Renteria,Darren Bailey & Aaron B. Del Mar,Rick Heidner & Christina Neitzke-Troike,Total Voters
COOK:9300002,COOK:Schaumburg Precinct 2,39,8,19,3,69
COOK:9300003,COOK:Schaumburg Precinct 3,32,5,34,16,87
COOK:9300004,COOK:Schaumburg Precinct 4,6,1,7,4,18
COOK:9300005,COOK:Schaumburg Precinct 5,29,5,21,11,66
COOK:9300006,COOK:Schaumburg Precinct 6,39,11,26,16,92
COOK:9300007,COOK:Schaumburg Precinct 7,15,3,4,2,24
COOK:9300008,COOK:Schaumburg Precinct 8,21,11,13,15,60
COOK:9300009,COOK:Schaumburg Precinct 9,18,4,12,5,39
COOK:9300010,COOK:Schaumburg Precinct 10,26,3,14,12,55
COOK:9300011,COOK:Schaumburg Precinct 11,5,5,11,6,27
COOK:9300012,COOK:Schaumburg Precinct 12,17,7,19,9,52
COOK:9300013,COOK:Schaumburg Precinct 13,13,5,17,13,48
COOK:9300014,COOK:Schaumburg Precinct 14,52,16,39,16,123
COOK:9300015,COOK:Schaumburg Precinct 15,33,7,22,11,73
COOK:9300016,COOK:Schaumburg Precinct 16,43,4,12,10,69
COOK:9300017,COOK:Schaumburg Precinct 17,49,7,42,19,117
COOK:9300018,COOK:Schaumburg Precinct 18,23,11,16,18,68
COOK:9300019,COOK:Schaumburg Precinct 19,10,6,14,4,34
COOK:9300020,COOK:Schaumburg Precinct 20,39,8,29,10,86
COOK:9300021,COOK:Schaumburg Precinct 21,40,9,20,18,87
COOK:9300022,COOK:Schaumburg Precinct 22,18,2,9,8,37
COOK:9300023,COOK:Schaumburg Precinct 23,23,1,11,10,45
COOK:9300024,COOK:Schaumburg Precinct 24,32,11,21,13,77
COOK:9300025,COOK:Schaumburg Precinct 25,25,7,15,7,54
COOK:9300026,COOK:Schaumburg Precinct 26,20,3,15,11,49
COOK:9300027,COOK:Schaumburg Precinct 27,18,4,13,10,45
COOK:9300028,COOK:Schaumburg Precinct 28,27,5,16,15,63
COOK:9300029,COOK:Schaumburg Precinct 29,36,8,14,20,78
COOK:9300030,COOK:Schaumburg Precinct 30,29,5,14,9,57
COOK:9300031,COOK:Schaumburg Precinct 31,19,5,31,15,70
COOK:9300032,COOK:Schaumburg Precinct 32,20,10,31,13,74
COOK:9300033,COOK:Schaumburg Precinct 33,60,14,34,19,127
COOK:9300034,COOK:Schaumburg Precinct 34,10,2,8,7,27
COOK:9300035,COOK:Schaumburg Precinct 35,19,4,7,5,35
COOK:9300036,COOK:Schaumburg Precinct 36,31,15,34,26,106
COOK:9300037,COOK:Schaumburg Precinct 37,22,8,8,8,46
COOK:9300038,COOK:Schaumburg Precinct 38,26,8,24,13,71
COOK:9300039,COOK:Schaumburg Precinct 39,44,15,17,20,96
COOK:9300040,COOK:Schaumburg Precinct 40,26,12,21,8,67
COOK:9300041,COOK:Schaumburg Precinct 41,38,19,32,15,104
COOK:9300042,COOK:Schaumburg Precinct 42,15,6,19,7,47
COOK:9300043,COOK:Schaumburg Precinct 43,16,1,8,15,40
COOK:9300044,COOK:Schaumburg Precinct 44,16,1,10,7,34
COOK:9300045,COOK:Schaumburg Precinct 45,22,5,23,9,59
COOK:9300046,COOK:Schaumburg Precinct 46,20,3,16,4,43
COOK:9300047,COOK:Schaumburg Precinct 47,39,4,22,7,72
COOK:9300048,COOK:Schaumburg Precinct 48,27,6,28,10,71
COOK:9300049,COOK:Schaumburg Precinct 49,18,3,20,13,54
COOK:9300050,COOK:Schaumburg Precinct 50,44,9,32,11,96
COOK:9300051,COOK:Schaumburg Precinct 51,12,8,13,4,37
COOK:9300052,COOK:Schaumburg Precinct 52,48,17,33,12,110
COOK:9300053,COOK:Schaumburg Precinct 53,23,6,21,13,63
COOK:9300054,COOK:Schaumburg Precinct 54,17,9,9,14,49
COOK:9300055,COOK:Schaumburg Precinct 55,49,8,36,30,123
COOK:9300056,COOK:Schaumburg Precinct 56,23,9,28,12,72
COOK:9300057,COOK:Schaumburg Precinct 57,50,7,38,13,108
COOK:9300058,COOK:Schaumburg Precinct 58,17,7,10,3,37
COOK:9300059,COOK:Schaumburg Precinct 59,58,11,28,15,112
COOK:9300060,COOK:Schaumburg Precinct 60,13,3,9,14,39
COOK:9300061,COOK:Schaumburg Precinct 61,34,5,24,6,69
COOK:9300062,COOK:Schaumburg Precinct 62,12,1,19,8,40
COOK:9300063,COOK:Schaumburg Precinct 63,54,8,33,20,115
COOK:9300064,COOK:Schaumburg Precinct 64,33,5,21,5,64
COOK:9300065,COOK:Schaumburg Precinct 65,20,4,19,14,57
COOK:9300066,COOK:Schaumburg Precinct 66,51,10,25,16,102
COOK:9300067,COOK:Schaumburg Precinct 67,35,10,38,12,95
COOK:9300068,COOK:Schaumburg Precinct 68,34,4,15,7,60
COOK:9300069,COOK:Schaumburg Precinct 69,15,4,18,8,45
COOK:9400001,COOK:Stickney Precinct 1,18,6,14,3,41
COOK:9400002,COOK:Stickney Precinct 2,13,1,15,8,37
COOK:9400003,COOK:Stickney Precinct 3,16,6,39,3,64
COOK:9400004,COOK:Stickney Precinct 4,29,2,21,7,59
COOK:9400005,COOK:Stickney Precinct 5,23,11,23,9,66
COOK:9400006,COOK:Stickney Precinct 6,43,3,23,5,74
COOK:9400007,COOK:Stickney Precinct 7,10,1,6,2,19
COOK:9400008,COOK:Stickney Precinct 8,17,4,18,3,42
COOK:9400009,COOK:Stickney Precinct 9,25,1,16,4,46
COOK:9400010,COOK:Stickney Precinct 10,21,5,23,8,57
COOK:9400011,COOK:Stickney Precinct 11,29,2,14,6,51
COOK:7200057,COOK:Stickney Precinct 12,28,3,14,2,47
COOK:9400013,COOK:Stickney Precinct 13,12,1,20,1,34
COOK:9400014,COOK:Stickney Precinct 14,27,6,21,7,61
COOK:9400015,COOK:Stickney Precinct 15,14,4,22,4,44
COOK:9400016,COOK:Stickney Precinct 16,19,4,22,8,53
COOK:9400017,COOK:Stickney Precinct 17,2,2,11,2,17
COOK:9400018,COOK:Stickney Precinct 18,9,4,17,2,32
COOK:9400019,COOK:Stickney Precinct 19,10,12,6,10,38
COOK:9400020,COOK:Stickney Precinct 20,10,1,8,1,20
COOK:9500001,COOK:Thornton Precinct 1,1,2,3,0,6
COOK:9500002,COOK:Thornton Precinct 2,2,0,4,1,7
COOK:9500003,COOK:Thornton Precinct 3,5,0,4,5,14
COOK:9500004,COOK:Thornton Precinct 4,0,0,2,0,2
COOK:9500005,COOK:Thornton Precinct 5,3,0,2,0,5
COOK:9500006,COOK:Thornton Precinct 6,2,1,1,0,4
COOK:9500007,COOK:Thornton Precinct 7,0,0,2,0,2
COOK:9500008,COOK:Thornton Precinct 8,0,0,1,0,1
COOK:9500009,COOK:Thornton Precinct 9,0,0,1,0,1
COOK:9500010,COOK:Thornton Precinct 10,7,1,14,2,24
COOK:9500011,COOK:Thornton Precinct 11,5,2,5,0,12
COOK:9500012,COOK:Thornton Precinct 12,5,1,1,0,7
COOK:9500013,COOK:Thornton Precinct 13,9,3,14,2,28
COOK:9500014,COOK:Thornton Precinct 14,1,0,2,0,3
COOK:9500015,COOK:Thornton Precinct 15,1,2,4,0,7
COOK:9500016,COOK:Thornton Precinct 16,9,0,10,2,21
COOK:9500017,COOK:Thornton Precinct 17,4,0,8,0,12
COOK:9500018,COOK:Thornton Precinct 18,14,5,24,5,48
COOK:9500019,COOK:Thornton Precinct 19,6,8,10,1,25
COOK:9500020,COOK:Thornton Precinct 20,9,4,23,8,44
COOK:9500021,COOK:Thornton Precinct 21,10,2,7,1,20
COOK:9500022,COOK:Thornton Precinct 22,0,0,2,0,2
COOK:9500023,COOK:Thornton Precinct 23,1,0,5,1,7
COOK:9500024,COOK:Thornton Precinct 24,9,3,8,1,21
COOK:9500025,COOK:Thornton Precinct 25,17,3,12,1,33
COOK:9500026,COOK:Thornton Precinct 26,11,1,12,2,26
COOK:9500027,COOK:Thornton Precinct 27,2,1,2,1,6
COOK:9500028,COOK:Thornton Precinct 28,3,1,4,0,8
COOK:9500029,COOK:Thornton Precinct 29,0,1,1,1,3
COOK:9500030,COOK:Thornton Precinct 30,0,0,1,0,1
COOK:9500031,COOK:Thornton Precinct 31,4,1,8,4,17
COOK:9500032,COOK:Thornton Precinct 32,2,1,1,2,6
COOK:9500033,COOK:Thornton Precinct 33,0,0,1,0,1
COOK:9500034,COOK:Thornton Precinct 34,2,0,10,0,12
COOK:9500035,COOK:Thornton Precinct 35,6,0,2,1,9
COOK:9500036,COOK:Thornton Precinct 36,1,0,4,0,5
COOK:9500037,COOK:Thornton Precinct 37,7,2,7,3,19
COOK:9500038,COOK:Thornton Precinct 38,1,1,1,0,3
COOK:9500039,COOK:Thornton Precinct 39,2,0,2,0,4
COOK:9500040,COOK:Thornton Precinct 40,3,2,1,0,6
COOK:9500041,COOK:Thornton Precinct 41,0,0,3,0,3
COOK:9500042,COOK:Thornton Precinct 42,4,2,5,2,13
COOK:9500043,COOK:Thornton Precinct 43,17,3,18,7,45
COOK:9500044,COOK:Thornton Precinct 44,1,0,1,1,3
COOK:9500045,COOK:Thornton Precinct 45,2,1,1,4,8
COOK:9500046,COOK:Thornton Precinct 46,1,0,3,1,5
COOK:9500047,COOK:Thornton Precinct 47,13,1,14,5,33
COOK:9500048,COOK:Thornton Precinct 48,2,0,1,0,3
COOK:9500049,COOK:Thornton Precinct 49,2,2,1,0,5
COOK:9500050,COOK:Thornton Precinct 50,4,3,7,1,15
COOK:9500051,COOK:Thornton Precinct 51,10,2,4,2,18
COOK:9500052,COOK:Thornton Precinct 52,1,0,1,0,2
COOK:9500053,COOK:Thornton Precinct 53,8,4,9,3,24
COOK:9500054,COOK:Thornton Precinct 54,3,4,4,4,15
COOK:9500055,COOK:Thornton Precinct 55,2,1,1,0,4
COOK:9500056,COOK:Thornton Precinct 56,9,1,2,3,15
COOK:9500057,COOK:Thornton Precinct 57,9,1,15,7,32
COOK:9500058,COOK:Thornton Precinct 58,12,1,12,0,25
COOK:9500059,COOK:Thornton Precinct 59,4,1,6,1,12
COOK:9500060,COOK:Thornton Precinct 60,0,0,0,0,0
COOK:9500061,COOK:Thornton Precinct 61,3,0,2,3,8
COOK:9500062,COOK:Thornton Precinct 62,3,0,4,0,7
COOK:9500063,COOK:Thornton Precinct 63,4,1,2,1,8
COOK:9500064,COOK:Thornton Precinct 64,0,0,0,0,0
COOK:9500065,COOK:Thornton Precinct 65,14,3,14,2,33
COOK:9500066,COOK:Thornton Precinct 66,7,3,4,1,15
COOK:9500067,COOK:Thornton Precinct 67,16,2,16,6,40
COOK:9500068,COOK:Thornton Precinct 68,8,4,7,1,20
COOK:9500069,COOK:Thornton Precinct 69,1,1,2,0,4
COOK:9500070,COOK:Thornton Precinct 70,1,1,0,3,5
COOK:9500071,COOK:Thornton Precinct 71,3,0,1,0,4
COOK:9500072,COOK:Thornton Precinct 72,2,1,0,0,3
COOK:9500073,COOK:Thornton Precinct 73,4,2,6,2,14
COOK:9500074,COOK:Thornton Precinct 74,0,1,0,0,1
COOK:9500075,COOK:Thornton Precinct 75,2,2,2,0,6
COOK:9500076,COOK:Thornton Precinct 76,1,0,7,0,8
COOK:9500077,COOK:Thornton Precinct 77,0,1,5,1,7
COOK:9500078,COOK:Thornton Precinct 78,1,0,0,0,1
COOK:9500079,COOK:Thornton Precinct 79,4,1,3,2,10
COOK:9500080,COOK:Thornton Precinct 80,1,1,0,1,3
COOK:9500081,COOK:Thornton Precinct 81,1,0,5,2,8
COOK:9500082,COOK:Thornton Precinct 82,10,9,18,4,41
COOK:9500083,COOK:Thornton Precinct 83,2,0,3,2,7
COOK:9500084,COOK:Thornton Precinct 84,2,0,3,1,6
COOK:9500085,COOK:Thornton Precinct 85,8,2,4,0,14
COOK:9500086,COOK:Thornton Precinct 86,1,2,1,0,4
COOK:9500087,COOK:Thornton Precinct 87,1,0,2,0,3
COOK:9500088,COOK:Thornton Precinct 88,1,0,1,0,2
COOK:9500089,COOK:Thornton Precinct 89,2,2,9,1,14
COOK:9500090,COOK:Thornton Precinct 90,1,0,2,0,3
COOK:9500091,COOK:Thornton Precinct 91,2,2,5,1,10
COOK:9500092,COOK:Thornton Precinct 92,6,0,12,4,22
COOK:9500093,COOK:Thornton Precinct 93,2,1,0,0,3
COOK:9500094,COOK:Thornton Precinct 94,1,0,1,1,3
COOK:9500095,COOK:Thornton Precinct 95,3,3,1,0,7
COOK:9500096,COOK:Thornton Precinct 96,4,2,2,1,9
COOK:9500097,COOK:Thornton Precinct 97,2,0,2,0,4
COOK:9500098,COOK:Thornton Precinct 98,0,0,3,0,3
COOK:9500099,COOK:Thornton Precinct 99,0,1,0,0,1
COOK:9500100,COOK:Thornton Precinct 100,1,0,0,1,2
COOK:9500101,COOK:Thornton Precinct 101,2,0,2,0,4
COOK:9500102,COOK:Thornton Precinct 102,3,0,6,2,11
COOK:9500103,COOK:Thornton Precinct 103,2,0,3,0,5
COOK:9500104,COOK:Thornton Precinct 104,5,1,0,0,6
COOK:9600001,COOK:Wheeling Precinct 1,50,6,15,8,79
COOK:9600002,COOK:Wheeling Precinct 2,73,5,22,5,105
COOK:9600003,COOK:Wheeling Precinct 3,33,1,11,6,51
COOK:9600004,COOK:Wheeling Precinct 4,49,6,23,7,85
COOK:9600005,COOK:Wheeling Precinct 5,39,4,7,5,55
COOK:9600006,COOK:Wheeling Precinct 6,29,1,7,2,39
COOK:9600007,COOK:Wheeling Precinct 7,38,3,15,5,61
COOK:9600008,COOK:Wheeling Precinct 8,60,7,20,5,92
COOK:9600009,COOK:Wheeling Precinct 9,17,1,9,3,30
COOK:9600010,COOK:Wheeling Precinct 10,47,3,9,6,65
COOK:9600011,COOK:Wheeling Precinct 11,66,7,10,3,86
COOK:9600012,COOK:Wheeling Precinct 12,74,4,19,8,105
COOK:9600013,COOK:Wheeling Precinct 13,25,1,9,7,42
COOK:9600014,COOK:Wheeling Precinct 14,33,1,9,4,47
COOK:9600015,COOK:Wheeling Precinct 15,22,1,9,8,40
COOK:9600016,COOK:Wheeling Precinct 16,14,0,6,1,21
COOK:9600017,COOK:Wheeling Precinct 17,23,6,12,4,45
COOK:9600018,COOK:Wheeling Precinct 18,33,2,8,1,44
COOK:9600019,COOK:Wheeling Precinct 19,48,4,14,3,69
COOK:9600020,COOK:Wheeling Precinct 20,61,5,14,4,84
COOK:9600021,COOK:Wheeling Precinct 21,77,8,28,3,116
COOK:9600022,COOK:Wheeling Precinct 22,28,1,13,5,47
COOK:9600023,COOK:Wheeling Precinct 23,40,2,13,9,64
COOK:9600024,COOK:Wheeling Precinct 24,73,7,23,10,113
COOK:9600025,COOK:Wheeling Precinct 25,27,2,18,3,50
COOK:9600026,COOK:Wheeling Precinct 26,56,2,15,5,78
COOK:9600027,COOK:Wheeling Precinct 27,59,5,14,7,85
COOK:9600028,COOK:Wheeling Precinct 28,74,8,19,11,112
COOK:9600029,COOK:Wheeling Precinct 29,34,6,9,7,56
COOK:9600030,COOK:Wheeling Precinct 30,51,5,39,7,102
COOK:9600031,COOK:Wheeling Precinct 31,62,5,15,6,88
COOK:9600032,COOK:Wheeling Precinct 32,38,2,12,6,58
COOK:9600033,COOK:Wheeling Precinct 33,10,2,15,6,33
COOK:9600034,COOK:Wheeling Precinct 34,68,4,17,8,97
COOK:9600035,COOK:Wheeling Precinct 35,43,4,15,13,75
COOK:9600036,COOK:Wheeling Precinct 36,53,5,13,9,80
COOK:9600037,COOK:Wheeling Precinct 37,27,5,22,8,62
COOK:9600038,COOK:Wheeling Precinct 38,16,4,15,7,42
COOK:9600039,COOK:Wheeling Precinct 39,32,3,16,4,55
COOK:9600040,COOK:Wheeling Precinct 40,83,6,30,6,125
COOK:9600041,COOK:Wheeling Precinct 41,86,4,23,4,117
COOK:9600042,COOK:Wheeling Precinct 42,59,8,11,3,81
COOK:9600043,COOK:Wheeling Precinct 43,55,2,9,4,70
COOK:9600044,COOK:Wheeling Precinct 44,53,3,9,6,71
COOK:9600045,COOK:Wheeling Precinct 45,28,3,8,4,43
COOK:9600046,COOK:Wheeling Precinct 46,72,3,36,7,118
COOK:9600047,COOK:Wheeling Precinct 47,78,6,14,3,101
COOK:9600048,COOK:Wheeling Precinct 48,25,4,20,6,55
COOK:9600049,COOK:Wheeling Precinct 49,27,7,10,7,51
COOK:9600050,COOK:Wheeling Precinct 50,17,2,14,3,36
COOK:9600051,COOK:Wheeling Precinct 51,37,6,13,11,67
COOK:9600052,COOK:Wheeling Precinct 52,41,2,18,4,65
COOK:9600053,COOK:Wheeling Precinct 53,43,2,11,5,61
COOK:9600054,COOK:Wheeling Precinct 54,67,8,30,7,112
COOK:9600055,COOK:Wheeling Precinct 55,24,8,10,8,50
COOK:9600056,COOK:Wheeling Precinct 56,35,4,11,3,53
COOK:9600057,COOK:Wheeling Precinct 57,56,5,14,3,78
COOK:9600058,COOK:Wheeling Precinct 58,40,0,18,4,62
COOK:9600059,COOK:Wheeling Precinct 59,44,4,11,9,68
COOK:9600060,COOK:Wheeling Precinct 60,72,7,31,4,114
COOK:9600061,COOK:Wheeling Precinct 61,120,9,36,12,177
COOK:9600062,COOK:Wheeling Precinct 62,46,6,10,3,65
COOK:9600063,COOK:Wheeling Precinct 63,23,4,6,4,37
COOK:9600064,COOK:Wheeling Precinct 64,43,2,12,12,69
COOK:9600065,COOK:Wheeling Precinct 65,70,7,23,6,106
COOK:9600066,COOK:Wheeling Precinct 66,44,3,19,8,74
COOK:9600067,COOK:Wheeling Precinct 67,43,1,11,3,58
COOK:9600068,COOK:Wheeling Precinct 68,20,3,16,8,47
COOK:9600069,COOK:Wheeling Precinct 69,80,8,18,9,115
COOK:9600070,COOK:Wheeling Precinct 70,59,4,25,3,91
COOK:9600071,COOK:Wheeling Precinct 71,56,6,17,14,93
COOK:9600072,COOK:Wheeling Precinct 72,28,6,13,5,52
COOK:9600073,COOK:Wheeling Precinct 73,20,1,14,4,39
COOK:9600074,COOK:Wheeling Precinct 74,45,4,10,10,69
COOK:9600075,COOK:Wheeling Precinct 75,33,1,17,7,58
COOK:9600076,COOK:Wheeling Precinct 76,33,5,10,3,51
COOK:9600077,COOK:Wheeling Precinct 77,8,0,3,0,11
COOK:9600078,COOK:Wheeling Precinct 78,57,8,15,6,86
COOK:9600079,COOK:Wheeling Precinct 79,23,8,15,6,52
COOK:9600080,COOK:Wheeling Precinct 80,33,1,10,1,45
COOK:9600081,COOK:Wheeling Precinct 81,22,2,6,0,30
COOK:9700001,COOK:Worth Precinct 1,13,7,8,5,33
COOK:9700002,COOK:Worth Precinct 2,16,1,17,9,43
COOK:9700003,COOK:Worth Precinct 3,21,2,25,12,60
COOK:9700004,COOK:Worth Precinct 4,17,6,16,3,42
COOK:9700005,COOK:Worth Precinct 5,46,1,39,8,94
COOK:9700006,COOK:Worth Precinct 6,18,5,25,10,58
COOK:9700007,COOK:Worth Precinct 7,35,6,70,14,125
COOK:9700008,COOK:Worth Precinct 8,8,5,12,5,30
COOK:9700009,COOK:Worth Precinct 9,19,9,28,12,68
COOK:9700010,COOK:Worth Precinct 10,9,5,15,7,36
COOK:9700011,COOK:Worth Precinct 11,20,5,15,11,51
COOK:9700012,COOK:Worth Precinct 12,8,4,16,0,28
COOK:9700013,COOK:Worth Precinct 13,16,3,17,5,41
COOK:9700014,COOK:Worth Precinct 14,7,0,7,3,17
COOK:9700015,COOK:Worth Precinct 15,12,13,28,11,64
COOK:9700016,COOK:Worth Precinct 16,17,8,40,12,77
COOK:9700017,COOK:Worth Precinct 17,7,1,3,3,14
COOK:9700018,COOK:Worth Precinct 18,24,6,25,6,61
COOK:9700019,COOK:Worth Precinct 19,20,2,18,9,49
COOK:9700020,COOK:Worth Precinct 20,2,3,11,0,16
COOK:9700021,COOK:Worth Precinct 21,17,11,28,7,63
COOK:9700022,COOK:Worth Precinct 22,17,7,26,12,62
COOK:9700023,COOK:Worth Precinct 23,36,9,49,19,113
COOK:9700024,COOK:Worth Precinct 24,5,2,3,1,11
COOK:9700025,COOK:Worth Precinct 25,21,8,20,6,55
COOK:9700026,COOK:Worth Precinct 26,15,7,12,6,40
COOK:9700027,COOK:Worth Precinct 27,19,3,15,5,42
COOK:9700028,COOK:Worth Precinct 28,10,1,14,2,27
COOK:9700029,COOK:Worth Precinct 29,5,2,7,1,15
COOK:9700030,COOK:Worth Precinct 30,36,3,22,10,71
COOK:9700031,COOK:Worth Precinct 31,11,7,22,6,46
COOK:9700032,COOK:Worth Precinct 32,24,3,21,7,55
COOK:9700033,COOK:Worth Precinct 33,22,1,17,7,47
COOK:9700034,COOK:Worth Precinct 34,13,5,19,5,42
COOK:9700035,COOK:Worth Precinct 35,17,23,42,14,96
COOK:9700036,COOK:Worth Precinct 36,18,5,12,5,40
COOK:9700037,COOK:Worth Precinct 37,14,1,17,4,36
COOK:9700038,COOK:Worth Precinct 38,28,4,20,10,62
COOK:9700039,COOK:Worth Precinct 39,23,3,16,1,43
COOK:9700040,COOK:Worth Precinct 40,12,3,14,4,33
COOK:9700041,COOK:Worth Precinct 41,48,3,34,9,94
COOK:9700042,COOK:Worth Precinct 42,24,7,19,7,57
COOK:9700043,COOK:Worth Precinct 43,1,0,3,0,4
COOK:9700044,COOK:Worth Precinct 44,8,2,8,1,19
COOK:9700045,COOK:Worth Precinct 45,24,3,23,7,57
COOK:9700046,COOK:Worth Precinct 46,30,9,22,5,66
COOK:9700047,COOK:Worth Precinct 47,13,5,33,5,56
COOK:9700048,COOK:Worth Precinct 48,12,2,12,4,30
COOK:9700049,COOK:Worth Precinct 49,28,5,30,14,77
COOK:9700050,COOK:Worth Precinct 50,16,12,21,25,74
COOK:9700051,COOK:Worth Precinct 51,17,6,20,8,51
COOK:9700052,COOK:Worth Precinct 52,28,6,33,4,71
COOK:9700053,COOK:Worth Precinct 53,22,4,29,14,69
COOK:9700054,COOK:Worth Precinct 54,9,6,15,8,38
COOK:9700055,COOK:Worth Precinct 55,0,2,13,3,18
COOK:9700056,COOK:Worth Precinct 56,39,7,30,9,85
COOK:9700057,COOK:Worth Precinct 57,23,2,22,4,51
COOK:9700058,COOK:Worth Precinct 58,27,12,41,10,90
COOK:9700059,COOK:Worth Precinct 59,7,3,10,3,23
COOK:9700060,COOK:Worth Precinct 60,22,4,5,7,38
COOK:9700061,COOK:Worth Precinct 61,18,7,16,6,47
COOK:9700062,COOK:Worth Precinct 62,33,18,20,11,82
COOK:9700063,COOK:Worth Precinct 63,25,6,23,16,70
COOK:9700064,COOK:Worth Precinct 64,28,7,43,8,86
COOK:9700065,COOK:Worth Precinct 65,50,8,62,16,136
COOK:9700066,COOK:Worth Precinct 66,33,3,15,10,61
COOK:9700067,COOK:Worth Precinct 67,43,10,49,16,118
COOK:9700068,COOK:Worth Precinct 68,5,1,14,1,21
COOK:9700069,COOK:Worth Precinct 69,24,3,11,5,43
COOK:9700070,COOK:Worth Precinct 70,29,10,25,5,69
COOK:9700071,COOK:Worth Precinct 71,22,4,23,4,53
COOK:9700072,COOK:Worth Precinct 72,16,10,14,7,47
COOK:9700073,COOK:Worth Precinct 73,13,5,15,12,45
COOK:9700074,COOK:Worth Precinct 74,22,12,41,10,85
COOK:9700075,COOK:Worth Precinct 75,37,2,19,3,61
COOK:9700076,COOK:Worth Precinct 76,41,12,34,12,99
COOK:9700077,COOK:Worth Precinct 77,12,3,16,4,35
COOK:9700078,COOK:Worth Precinct 78,16,4,29,7,56
COOK:9700079,COOK:Worth Precinct 79,27,5,20,6,58
COOK:9700080,COOK:Worth Precinct 80,5,5,9,5,24
COOK:9700081,COOK:Worth Precinct 81,9,1,10,0,20
COOK:9700082,COOK:Worth Precinct 82,32,15,42,12,101
,COOK:Suburban Cook County,31866,5548,20026,7916,65356
